label,sentence
1, some features that the ' zen micro ' has that sold me on my purchase include : a 5g hard drive ... actually an sd flash card drive ... very large and much more than actually needed  the ability to sync with microsoft outlook 's calendar  the long battery life of about 10 to 12 hours ( i can change the battery myself for about $ 40 to buy vs .
1, i love the performance and features of this router .
1, sound i 'm no audiophile but i was amazed by the clarity the player had  it was much better than the sound card on my computer and louder too .
1, if you 'll only read the whole manual  you 'll find out even more cool features and you 'll learn how to manipulate the quality you want to achieve and all those modes will make sense after reading
0, as i wrote  this could have been a great product  but expect hidden charges ( read gross profiteering and price gouging ) as the company royally sticks you on every conceivable accessory necessary for normal daily usage .
1, ooh  and i dropped it and it still works fine : this little camera has so many features i have n't even gotten to all of them yet . 
1, another point of note : the battery life is incredible ! 
1, the manual is excellent .
1, + screen was good  easy to read 
1, great screen and great sound . 
1, the player works well with my sony srs-a 202 powered speakers . 
1, i highly recommend this phone .
1, well surely this is a product that i recommend someone in getting rather than any other mp3 player ( at that size and the price ) . 
1, i use it on a router table  and it is works well .
0, if you are new to the market and looking to buy a symantec software product  save yourself some money and buy the 2003 version .
0, it would work fine for a while then as the motor warmed up it would die .
1, this phone won me over  and a big seller was the size ; it fits nicely into any pocket without falling out . 
1, so far it all works fine with either cable or wireless connections .
0, we constantly got " windows virtual memory low " error messages popping up follwed by ridiculous slowdowns and / or crashes .
1, 7 ) some people have problems with the flip switch on the bottom that releases the player cover - has not been an issue for me and is immaterial if you use the case as the case covers the switch . 
1, goes ~ 3 days after a charge .
1, but i 've already emailed creative tech support about it  and gotten timely responses - they will fix it for me if necessary .. . 
1, i have only had this camera for one full day and i have to say that it is wonderful . 
1, and it is very easy to clean .
1, the nokia 6610 is a relatively new phone  and what a great phone it is . 
0, the catch with the canon g3 camera  ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . 
1, the base was deeper and the highs were crisper .
1, i received this item for christmas and it has met and exceeded all my standards . 
0, this product is too fragile for normal use . 
1, i bought my canon g3 about a month ago and i have to say i am very satisfied . 
1, overall this is the best phone i have ever owned . 
0, only downside is when taking pictures in low-light conditions without the flash .
0, i 've often struggled to get something to work the way i want it  and hate to have to carry the manual with me all the time !
0, i 'm an advocate of nokia  but this phone and the following models ( 7610 )  are seemingly a desperate trial at squeezing as much under-engineered and experimental technologies in one sloppy phone .
1, 3 ) the champ is odor free for at least 15 months .
1, sound quality is amazing. i was expecting worse  but its really good ( especially if your files have good sound quality ) . 
1, it has everything i needed : bluetooth  infrared  support for mmc  camera  and a good operating system with lots of supporting software .
1, the m12v has been great .
0, * lens visible in optical viewfinder . 
0, and if you 're a mac user like me  they 've naturally made sure you have no viable alternative .
0, even the pdf manual that comes with it is pretty vague for someone not familiar with " mac settings "  etc .
0, although i disabled norton antispam  it is still there .
0, so  i 've had it for a month  and the headphone jack went out . 
1, thank you apple ! you make fabulous products .
1, it powers up quickly  so you won 't miss that quick shot .
1, either way  can 't go wrong with this price . 
1, i 'm not sure why all the bad reviews  my computer isn 't especially slowed down and i have win ' 98 .
1, i am a big fan of itunes  simply because it is terribly fast and convenient - if you are buying the songs from the itunes site .
1, ) no locked-in proprietary business like apple ; this baby plays wmas too .
1, i did a ton of research and settled on this phone because of the small size  speakerphone option  great priced calling plan and access to my corporate email . 
1, price ! 
1, great phone .. . 
1, after a lengthy and extensive journey for a feature-loaded  high performance  travel size camera  i initially gravitated to this little gem because of the superior picture quality 4 mega pixel . 
1, i must have differing preferences than others here  as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players . 
1, i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised . 
1, finding a particular song ( s ) or album on the nomad jukebox is fast and easy . 
1, for a sleeker  smaller and more " average " mp3 player the nitrus is great but the ipod blows it out of the water - the interface is great and the design is wonderful .
1, the manual modes give you a lot of control over exposure and white balance ( but there is no manual focus or manual exposure ) .
0, first  it failed whenever connecting to get updates .
0, it sounds decent  but i would estimate you get maybe 80 % of the quality that you would from a true line out jack . 
1, loved the slim design . 
0, i find the lack of entertaining games on this phone quite disturbing . 
1, also  the touchpad seems to be waterproof to some degree .
1, the headphone earbuds are average  so just use your regular pair instead . 
1, i highly recommend this camera to anyone looking for a good digital camera that takes great pictures yet does n't take weeks to figure out how to operate . 
1, it plays basically every media i 've tested so far  even an old vcd that i ripped years ago and the rental dvd that could n't be played on my old $ 200 sharp player ! 
1, smooth plunging mechanism .
1, very intuitive menus are a big plus on this camera . 
0, - not playing some dvds and then finally after less than 60 days  it just would not recognize anything i pop in it . 
1, - solid  high-quality construction 
1, i bought my zen micro three months ago mainly because i preferred the size and style to the ipod mini .
1, also  i am quite partial to the creative mediasource organizer and player software  which i had with audigy zs sound card originally ; it is definitely an added plus .
1, it has fm radio option and i can listen to music anytime . 
1, the scroll button seems ok  i have no problems with it . 
1, it was so easy my toddler would dispose of her on diapers .
1, overall it is a great value .
0, to address two previous somewhat negative reviews : ( 1 ) yes  the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; however  the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder . 
1, usb 2.0 - very fast 
1, the controls are on the side instead of on the front  which i like  because that 's where my thumb is when i hold the thing ! 
0, as a loyal customer of norton / symantec products  i purchased internet security 2004 as a software firewall and could not be any more dissatisfied with the product ( and hence the one star rating ) .
1, 5 stars all the way !
0, on occasion i 'm not able to connect to the phone with isync via bluetooth but i found that rebooting the phone seems to solve this problem .
1, . itunes-- this is a love-hate relationship program ; usually people with mac like this program than people with a pc  but depending on your computer expertise  this could be a difficult program to use  and it is required for an ipod .
0, now  the player 's ear phone jack is not working - i have to send it away again .
1, could be better to be a perfect camera ( and some competitors do some of this better ) : purple fringing  details in high-light area  noise over iso100  red-eyes  ( few ) processing artefacts  ( few ) loss of some details especially of the hairs of peoples in low light  automatic autofocus  whizing while video-playback  better video comression ( smaler viedo-files )  more manual controls  longer lasting battery  indicator for battery  better protection of the lcd  less weight .
1, multimedia functions are enhanced by multi-slide mms messages and a gallery for organizing digital content captured or downloaded with the phone .
1, it is the most bang-for-the-buck out there . 
1, i 've had it for about a week now and have to say it 's one of the best purchases i 've ever made .
0, who in the hell needs a frigging * vga * camera on their cellphone ? ? ?
1, i love having the option to manually control the f-stop  shutter speed and even focus . 
1, the product i rate five stars 
1, 2 . battery life is over 4.5 hours  compared to about 2.5 hours for the g2 or the 2 hours for most nikons . 
1, so far  we 've only used this player a few times to watch movies and it has worked fine . 
1, this is the mp3 player with everything i need . as long as it lasts me a good three years  i 'm satisfied .
1, this is the best phone i have seen . 
0, the program brings more problems than a virus  albeit not as major problems  just not what you expect for 70 bucks .
0, the fine adustment knob which came with the router was very difficult to use on a router table .
1, contrary to what ive read elsewhere  the g3 does sync at 1/250 of a second with third-party flashes  just as it does with the dedicated flashes from canon . 
0, i sent it back  as i think that the speed control is either poorly designed or defective .
1, the radio works excellent in my area  i 'm not sure everywhere else .
1, thankfully  creative has come through with a product that puts the ipod back in its place .
1, took hundreds of pictures and they were great . 
0, even after all the nightmare sound problems  i 'd still half-way like this product if it kept it 's promise ; the ability to store 1500 songs .
0, this player is not worth any price and i recommend that you do n't purchase it . 
0, finally you will read a post somewhere that all codes are useless for the apex 2600 . 
1, it is just a tad small to hold to your ear with your shoulder  but that is solved with the very comfortable handsfree ear-piece which is included . 
1, i can 't smell anything ( and believe me  this is quite something with my baby ) .
0, 4 ) the viewfinder is borderuer lcd scoying . 
0, the only problem i have with the buttons is that the power button and print / share button don 't have a nice click .
1, i bought this apex 2600 dvd player for myself at christmas because it got good reviews as a good value for the money on a variety of different sites . 
0, as of october  2004  these products are not working and i 'm ready to demand a refund from symantec .
0, also if you do manage to get it installed  any problems with liveupdate or with system works will also affect the functionality and / or the process of updating internet security .
1, the battery life seems good  takes very lttle time to charge  it uploads mp3s quickly and there is no delay between songs . 
1, great features .. . 
1, the eax features are pretty cool  as well  as creative has included a number of eq adjustments that  for example  compensate for the extraneous noise encountered in a car or on a train . 
1, the camera is as easy to use as a point and shoot  and with instant review on the lcd screen  you can retake any flubbed shots on the spot .
1, i loaded a lot of photos into it and they display very clearly for such a small screen and  very importantly  the transition from one photo to the next is instantaneous .
1, the ipod is not overpriced compared to the market .
0, they are not wowable good . 
0, this camera uses a lithium battery  i find lithium batteries to be highly inconvenient ; because what if you are on vacation  where the nearest place to buy batteries is just a gas station--there is no way that you are going to find lithium batteries there .
1, i have not been disappointed with my purchase . 
0, recenly the variable speed control went out .
1, so far the software for the pc works easily . 
0, 4 .the zen * stores * data files  but does not allow a folder structure nor does it allow documents to be opened or programs to be launched from its disk ( they must be copied to another hard drive to be launched ) . 
0, software the software that comes along with it is not very intuitive but once you are used to it  it does the job well .
1, i 've connected the phone with two laptops and a ipaq 4155 .
1, your choice of ten colors in a beatiful package .
1, battery non-issue .
1, this camera has a cool stitch pictures feature  to find out more just log on to canon 's website . 
1, overall  i 'm giving this 5 stars as i 've seen nothing of the problems people have repeatedly cried havoc over  but as i 've only had the player for a while i leave room for doubt if the headphone jack  hissing  or scroll wheel problems show up with me too . 
1, very fast powerup and great speed when taking multiple pictures .
0, what this product really needs is better documentation for how to set up the router for different operating systems !
1, ive seen em all  the archos  dell  ipods  everything ... good price and great sound makes this one the best in my opinion . 
1, lots of sound options  has an equalizer almost like winamp with the options . 
0, 1. creative mediasource software is ok to rip  catalog & burn music if you are starting from scratch ; but i used musicmatch to rip my cds before i bought the zen ( 278 cds ; 3400 tracks ; 12.5 gb of music all ripped at 128bps ) and guess what ? 
1, it holds plenty of songs .
1, the 6600 ( t-mobile ) is the true ' world phone ' in that it has the mhz to operate around the globe  including new zealand and australia ( 900 ) whereas the 6620 ( available from cingular ) replaces it w / 800mhz ( some refer to as 850 ) .
1, overall  this router seems like a reasonably priced product th !
1, the leather case it comes with is pretty nice  similar to a pda style case and does hold and protect it perfectly . 
1, even did while daughter sleep and no noise !
0, its steel backing picks up fingerprints and scratches easily  not great from a cosmetic standpoint .
0, the plunge action isn 't smooth unless you make it so .
1, it is no more heavy than any other powerful router and not as bad as some porter cable models i tried .
1, i still have over 19gb left  and already have over 200 cd 's on it . 
1, why bother when it works perfectly with media player 10 ?
0, well  my second one is now beginning to hicup a bit after about 1 1 / 2 years .
1, i 've used the speakerphone for almost two hours once and the battery did not even go down one single bar . 
0, what the hell is wrong with this thing . 
0, i sent creative customer service 3 emails in which they did not help me one bit and don 't seem to even want to help .
0, you can see the lens barrel in the view-finder . 
0, one beef is the scroll  it does n't work as well as i 'd like . 
1, i love this camera !
1, i am very pleased with the apex ad2600.it plays just about anything you put in the drawer . 
0, however  the main problem that i think is the with the sound quality . 
1, let the champ win you over !
0, if you 've been listening to cd 's in your car for awhile  dealing with the drop-off in sound quality may take some getting used to .
1, technology wise  i think this is awesome plus the speaker makes it even great ! ! ! ! i love this phone ! ! ! 
1, track #  name  artist  album and genre is automatically-retrieved via internet-labeled  and properly catergorized into the zen .
0, unfortunately i was wrong .
1, dependability : i 've seen no glitches .
1, - very long-lasting battery life 
1, feels solid in hand . 
1, this phone has a very cool and useful feature -- the speakerphone . 
0, if you think you are saving $ 40 getting the hitachi  you are right  and you are also getting a router worth $ 40 less than a makita .
1, it 's easy to use  and makes transfering your cd collection to the player a cinch .
0, the only disappointment so far has been battery life .
1, simple to use and hook up . 
1, the phone book is very user-friendly and the speakerphone is excellent . 
0, the creative software is awkward / difficult to use and just plain does n't load on some computers . 
0, maybe it is my lack of experience  but i found shots with this camera very disappointing . 
1, i did not have any of the installation problems that people highlighted here .
1, you can adjust the volume to be heard anywhere or so that it does n't make that big of a disturbance . 
1, i upgraded from an older 801.11b router to the linksys wrt54g for its improved security  and of course  speed .
0, the only problem i had was a few components didn 't quite load correctly upon startup  but a reboot fixed the problem .
1, frankly  i think this is one of the niftiest pieces of hardware i 've ever used .
0, do not buy this product -- 
0, after reading reviews of lcd problems  cracked  black blobs etc  i figured that it was probably a very limited problem .
0, remote buttons are small and closely spaced  especially with the menu buttons . 
1, in addition it comes with a sleek and powerful headset . 
1, there are extra features packed inside this unit ( some that most will hardly ever use ) such as fm radio tuner  voice recorder  calendar  and alarm clock .
1, also love waking up to music with attached speakers . 
0, my case doesnt close ... maybe mine was just faulty  but the case isnt that great . 
0, i did see the review here and other places about a cracked lcd screen .
1, i have come across many other beginner cameras that i prefer over this camera  but the thing you have to keep in mind about this camera is the size .
1, there are 3 computers in my house all getting wireless connection from this router  and everybody is happy with it .
1, four megapixels is great . 
0, was a bit wary because the software is windows only and i have an imac .
0, it seems to me that after the focus and metering are complete there is quite a lag before the shutter ? 
1, one primary reason for getting a cell phone was so that i could use it as an internet connection for my laptop running linux  where softmodem drivers are hard to find  and don 't work very well .
1, the included eax support is useful at times  especially when you listen to a variety of genres  as it will adjust the equalizer for you which can be a big hassle . 
0, the one other thing i observed while i had the nomad is that the front cover  which is taken off to have access to the battery  seemed to come undone very easily . 
0, unit took forever since the begiining to recognize and play discs . 
1, battery life  the drawback to most digital cameras  to quote k. reeves . 
1, basic usage is easy  but the remote has a lot of buttons that i have n't used . 
1, while going for a cellphone  i was fully determined to buy a nokia only as it is the best in cellphones . 
0, this unit was working fine for the 1st month and a half and then the color signal disappeared . 
1, the infrared is a blessing if you have a previous nokia and want to transfer your old phone book to this phone  saved me hours of re-entering my numbers . 
0, most of us just want to plug and play  not spend a year navigating a maze of complicated options ... like transfering everything on a hard drive to this stupid thing .
0, c ) the scroll bar is a travesty -- enough said 
1, the creative labs zen xtra has all the features the i-pod has and if you get if from amazon your only going to pay $ 300 for this great player . 
1, navigation is so smooth and finding files is a cinch . 
0, the most recent is that it will stop responding to the on/off button . 
0, i tried to play the song three times  with no success . 
0, no problems now  just a sickly disappointment in the way norton has abandoned thier customers .
1, i own this phone for about 6 months now  i have used the following features : bluetooth connection to laptop and desktop for sync contacts and calendars with outlook  transfer files ( movies  songs )  i have many movies on it now with a 512mb memory card that it takes .
0, then it started to smell whether there were diapers in it or not .
1, downloads are a snap and quick . 
1, best in class .
1, i love that you can create custom playlists  and organize music in so many different ways .
0, the subscription files are still a little slower to transfer  but it 's only by about 10 % or so .
1, with one of the most intuitive user-interfaces around  seamless bluetooth sync with microsoft outlook  support for thousands of applications for the symbian platform which this phone runs on ( i own the ir remote  icq and a few others )  the nokia 6600 is all of the above - one of the few phones from t-mobile that can claim such a distinction .
1, the card basically installed itself and the " install wizard " on the cd that came with the router basically set the router up to work with one computer ( with the 54g card ) and also a second computer in my house ( with an 11b card ) .
0, norton online support does not even acknowledge this problem nor does the computer company that preloaded it on our new computer .
1, the larger lens of the g3 gives better picture quality in low light  and the 4-times optical zooms gets you just that much closer . 
0, the sliding latch is does not stay in place .
1, it is a multifunction phone  reception quality is better than the 610 .
1, the scroll wheel is easy to use and works great for me  however many have complained that the wheel is cumbersome and difficult to operate . 
0, however  the battery life isn 't as good as i would like .
0, for example  in auto mode you can 't use the flash redeye reduction  you must be in manual mode for that .
0, i say adequate because it was enough to get wireless working  but nowhere near enough instruction to do the proper configuration job that i could have done if so !
1, i love the features  the interface  the size ( the screen is a delight )  the camera ( though i admit i 'm not much of a camera user -- so just a toy for me )  the internet connectivity  the quality  etc .
1, handsfree future is good  but not too exciting .
1, the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used . 
1, our special friends at creative gave this thing good sound quality  great features  long battery life  and an unbeatable price . 
0, i would not be inclined to purchase an apex product again . 
1, over all a fantastic very compact camera  which made us experience photography on a totally new level ! 
1, the 6600 has more ameneties than most - world phone  camera ( vga / zoom / night mode / timer )  video ( w / audio & zoom )  speaker ( good sound )  bluetooth  infrared  modem for computers  electronic wallet  internet access  calendar  calculator  converter and more .
0, when i purchase software  i never want to have to spend hours looking up solutions to my install problems -- in particular solutions that involve manually setting driver preferences or editing the registry !
0, i also put a bend in the wrench so i can remove and install bits from the top of the table .
1, i decided to go with the diaper champ rather than the more popular diaper genie  because i didn 't like the idea of having to buy special bags .
0, i called apex 's support number numerous times but it just kept ringing . 
0, got a " system error " problem 30 days after purchase . 
1, this phone is great as a whole and is not like others with one or two good qualities . 
1, simply  the canon g3 is the best digital camera out there today at this price point . 
1, i really dislike holding a phone to my ear  and i 've found the freespeak to be very comfortable and easy to use with this phone .
1, touchups  redeye  and so on are very easy to alter  and correct . 
0, don 't use them  so i delete them for addtl space .
1, * holds a lot of diapers--a full week of toddler diapers !
1, the manual mode is easy to use with fast access for the selection of shutter speed and aperture without having to fumble through menu options . 
1, i 've had this player for more than 4 months and i 'm very happy with it .
0, i took my zen micro with me over the weekend  and was forced to lug my laptop with me on the trip for one reason : to keep the zen micro charged .
0, the performance of the router itself deserves 5 stars  but the linksys documentation and support is so poor that i can only give it 4 .
0, the two limitations i knew i would have to deal with are the very long lag time before it focus-locks ( even in bright light )  and the unsatisfactory light quality of the built-in flash . 
0, the hitachi collet simply was not ground accurately .
0, while i was trying to play half life 2 it started popping up with " alerts " every twenty seconds ( literally )  warning me my antivirus protection was off .
1, they are extremely convient and you don 't have to buy them seperately has i-tunes  which provides qulity music at low prices .
1, i was more excited about this player upon opening than i was about the nomad .
1, the machine is very light and slim and fits nicely into my tv stand . 
0, too costly and not efficient if you ask me !
1, the main issue now is that this new zen micro seems to be the best on the market at least temporarily .
1, i went out and got the canon today .
1, excellent sound - i found the music reproduced faithfully through the jukebox . 
0, i had much of the same problems that everyone else has listed ( mainly the slooooooooow processor )  and then i couldn 't get the damn thing off my computer completely !
0, one more thing  the default ringtones that come with the phone are horrible . 
1, the player has firmware  which will remove the glitches  if there are any . 
1, i just upgraded to the linksys wrt54g wireless-g router last month and i am very happy with the quality of the product .
0, if you do n't have tags  it 'll lump all of your tracks into the same directory and they cannot be searched via artist or album as the zen does not recognize folders . 
0, it is a little cumbersome to scroll through so many levels to get to the selection you want . 
1, operating its many features is easy and often obvious - i 'm no annie lebovitz  but i was able to figure out most of its abilities just messing around with it at a camera store . 
1, transferring files couldn 't be easier thanks to the included software bundle .
0, also  the battery 's aren 't user replaceable .
1, great camera  and for the price you can 't beat it . 
0, the creative zen micro is a zen micro killer  not an ipod killer .
1, it has plenty of power .
1, : ! ok  score 7.0 oh yes  the newest color of this phone is quite cool .
1, 6 the nikon coolpix line is a well-established line so you know support and parts are going to be available even when nikon releases a newer model . 
1, it feels solid and not flimsy like the carbon .
1, the zen xtra sounds great with good headphone and well recored mp3s . 
0, too bad the product is cumbersome and intertwined trying to do so much at one time .
0, basically  i ate the cost of the renewal and ate the cost of the tech help .
0, the only downside i have found with this phone is that it is a bit slow to react  meaning when i push the contacts button  it takes a while to load  this is true for almost all the menus and programs on the phone .
1, the 30gb zen xtra rocks my socks  spills my beer  but does n't wash my car . 
1, the picture is perfect  although i 'm not watching on an hdtv . 
1, i found best results in most situation with manual / center auto focus  manual mode  iso 100 ( shorter aperture-time  so more often sharper images as with iso 50 )  auto white balance ( auto white balance is better than of the other canon cameras i have and they already do very-well ) .
1, features : click wheel to navigate ; ability to work with windows or mac ; optional backlighting ( you can have it on all the time  or have it shut off to save battery power after 5  10  or 20 seconds ) ; ability to download pda info ; automatic or manual download from itunes when ipod is plugged into your computer .
1, i selected the 4300 right away and have gotten high quality pictures every time . 
0, only thing missing from creative is a cd burner . 
1, the cool thing about the ad-2600 it plays alot of different file like mp3  wma cds  jpeg and kodak picture cds  dvd 's  dvd - / + r 's . 
1, i thought i 'd have to buy a set of headphones to use with it  but the included earbuds work quite well . 
1, the extra gb of hardrive space  removeable battery and fm tuner  as well as the fact that i was previously a satisfied owner of the nomad ii put it over the top for me .
1, i also liked the fact that you can save custom playlist you made on the player not just the computer ! 
1, the champ works great .
1, so far i have no complaints and i recommend this to anyone who wants quality over appearance  also anyone who wants a harddrive based mp3 player and wants to pay next to nothing . 
0, after @ 3 months  it stoppped playing higher number scenes on dvds . 
0, too bad they don 't mention anything about how the cd can 't be used with a mac .
0, unfortunately  it does not give you the option of unstalling ( or uninstalling ) them individually .
1, the screen 's large and easily read . 
1, my experience with installation was quite good .
0, so  you might inquire  why don 't they make it a first priority to carefully  simply explain how download music from your music library to their device ? ? ? this seems academic to me .
0, some more manual control would have been nice .
0, again  this doesn 't affect regular mp3 files - just subscription drm-encoded files  like those from napster-to-go or yahoo music unlimited .
0, we tried the " finding nemo " dvd and when we got to ~ chapter 28  the frames started to freeze for no reason . 
1, it does n't smell like burning plastic when you open the drive . 
0, what a junk . 
1, we were able to obtain a norton corporate edition of antivirus only ( no firewall or utilities ) and so far it 's great .
0, the canon software for raw images does not present you with a raw image at all  but the raw image after it has been processed by all the image-affecting settings in the camera . 
1, the supplied headphones are hands-down better than the mediocre ipod buds .
0, unfortunately it can 't play all of the dvd . 
1, i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system )  and can easily put up with the cameras limitations  because ive never seen anything better within its resolution limits . 
1, mine installed no problem ( but i did uninstall my norton anti-virus 2002 & personal firewall 2002 first ) .
0, one other issue is that the headphone jack is unique to nokia  so standard headphones will not work . 
0, the other pail i used started to smell after 2 weeks of use .
1, - large easy readable screen 
1, longer battery life  greater accessibility to online music services  and pc compatibility are the sensibilities . 
1, night mode is clear as day . 
1, great camera . 
1, all in all  this is the camera for you if you can spare the extra cost in price .
1, it has many great features and very few bad ones . 
1, also  multiple picture feature is very  very fast .
0, i especially like the more commonly used buttons  such as play  pause  and stop  to be larger and conveniently placed . 
1, this product is a lifesaver ! !
1, the dvd player is fine . 
0, 2 . you still have to clean the thing ! !
1, the focus is great  though  if you are not taking a macro shot .
1, range of functions - as indicated above - it has something for everyone : point and shoot power plus advanced functions for those who are serious about photography . 
0, very annoying .
1, it works well with my voip adapter  which is also a linksys .
1, anywhere i went in south africa this phone received full bar reception . 
0, a little weighty ( 9 ounces ... no biggie )  but otherwise fine . 
0, my ipod freezes occasionally  which is especially annoying when you 're in the middle of a game of " brick . " *
1, while i had the phone  the positive features were : good sound quality and an excellent fm phone and earpiece . 
1, despite a critical start  this phone deserves four stars because it accomplishes what it sets out to do ( which is pretty lofty ) ... does more than most ... does it well ... is dependable .
0, you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll . 
1, without any tweaking at all  if the exposure is accurate  the colors are as realistic as ive ever seen produced by film  and this is a raw image ! 
1, i have no problems with the touch pad ( once the sensitivity is set to low ) and the interface is a breeze to use without even looking at the pdf manual .
0, there is no fm tuner  while there is no fm tuner on the creative zen ( on the micro version of the zen there is a tuner )  the iriver h10-20gb  the rio karma  and the iaudio x5 have fm tuners .
1, but at least youre starting with the most photorealistic images ive ever seen from a camera . 
1, that 's a rare and valuable feature . 
0, it was ( i sold it after a few months ) too expensive for the shots that i got . 
1, we empty ours every day and we have never had an odors from it !
1, i must add to the dismay / delight of readers this phone is simply the most groundbreaking phone mankind has ever held .
1, if i could  i 'd trade-up on my creative muvo2 and snag a zen micro tomorrow .
1, i chose the g3 because of its reputation for very high quality  clean images . 
1, creative media source is very easy to use once you get the hang of it  and the file transfers are fast .
1, for more than a year  and it is totally reliable .
1, 5.the camera installed on this phone is awesome .
1, this product is amazing and better than the ipod you can get at the same price .
0, first  the sound quality is okay  but ( as at least one other reviewer has mentioned ) the eax can cause audio interference after about 30 minutes . 
0, after a week i tried to load some more songs and delete a few but the auto load didn 't do anything but turn on my player .
1, transfering mp3s are a cinch with the included software .
0, i did it and it was worse the second time around ... unbelievable .
1, one of the best cell phones i have ever used to-date . 
1, the scroll wheel is a big improvement over the ipod touchpad . 
0, the buttons are rather stiff .
0, the biggest red flag for me was the fact that although my cousin 's player was relatively new  it was riddled with scratches .
1, zen allows you to scroll up and down the song list selected on the player . 
1, the speakerphone works better than any speakerphone i 've ever had . 
0, 3 ) the lack of an intermediate resolution setting  as other reviewers have suggested  is a problem  but that problem is meaningless with a larger compactflash memory card
1, i have a tendency to do quite a bit of research before i drop money on a tool and everyone i talked to loved this router .
1, i have over 2000 files in my playlist at the moment and the random does a nice job mixing it up . 
1, it plays just about any format ( check before you buy if it plays yours . ) 
0, i can 't tell you how many times i 've chipped a nail or hurt my fingertips because of the force needed to open it .
1, it plays everything  even vcd 's . 
1, took me a few tries to get use to the navigation  but it 's a very user friendly player imo . 
1, at 128 the songs sound very good .
1, all-in-all  its good enough for its price as long as it doesnt break again due to normal use .
0, the back of the ipod is in a chrome finish  and this surface is prone to scratches .
0, nagatives of the player itself : you need to do a little work before having full enjoyement of this player .
0, customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them . 
0, when the screen stops working  you 're out of luck !
0, pc cable is too expensive ... $ 50 for a usb cable ? 
0, my only gripe about the hardware is the buttons . 
1, all the buttons & neccessary lil ' gadgets are on the sides of the player which is nice for when you are holding it in the palm of your hand . 
1, when you put this phone in your pocket you forget it is there ; it is unbelievably small and oh  so light . 
1, the battery life is ok  but can be somewhat short when working a lot with the monitor on . 
0, you can 't do that with a sony t610 ( which i traded for a 6600 ) .
1, but this camera is great ! 
1, i have never had an odor problem !
0, apex 's website is down and they wo n't answer their phone . 
1, nokia was my first nonflip phone  and i 'm glad i decided to go with them . 
0, it has an equalizer  but the iriver h10-20gb has a lot more presets than the ipod .
0, the interface software itself  which should be user-friendly  was anything but easy-to-use . 
0, video output stopped workin . 
1, i do give create to creative for their attractive design .
1, easy enough to navigate through  although i 'd prefer a sturdier button besides the thumbwheel scroll / pushbutton . 
1, i only wanted something to play dvds on but this machine has all these other features that i probably will never use but it 's nice to know that there 're there . 
0, i have read the installation instructions for both nis 2004 and nav 2004 prior to installation  but still ended up with the same result ... junk software .
0, the software is not good either and the driver has trouble working with other sound blaster products  which is very dumb . 
0, secondly  in addition to the lag each time you give a command  it 's just not that easily useable on the go .
1, the documentation is much better than the documentation that came with the 11b router -- i needed a lot of help from linksys technical assistance to set that one up .
1, this is by far the finest camera in its price and category i have ever used . 
1, i have no problem using itunes with the zen micro ( in a makeshift sorta way ) .
0, it 's as though nokia has segregated 90 % of the screen for fancy features rarely used and leave just 10 % for the day to day use .
1, i love this pail !
0, there is not a word about satellite issues in either the user guide or the " knowledge " database at linksys.com  and first tech support person i spoke with kept me on the phone for an hour  then gave me a web site address to consult--that turned out to be the one i 'd already found during a search of my own .
1, as opposed to the nomad ii or any other flash based player  the songs load extremely fast ... about one or two seconds per song .
0, the remote is a little hard to understand . 
0, this is not a router i would suggest for a novice user  my old dlink di52 !
0, if someone asked me flat out  i 'd say to go woth something else .
1, i don 't believe this camera is still available . but if you can find one  you might like to get it .
1, the sound is excellent  the battery life is excellent  the fact that the battery is replacable is excellent  and finally the price  $ 200 cheaper than the 40gb ipod  is excellent . 
0, i can not find a carrier for this phone i like  end up just tossing it in my purse .
1, if i had to do it over again  even with the cost savings of using any type of bag  i would go w / the diaper genie .
1, when the router is working it is a very nice machine for the money .
0, 1 no direct firewire to the camera . 
0, after 57 pictures total the lcd went black except for the icons showing the settings .
0, the black fly wheel feels pretty cheap & is uncomfortable to use . 
0, 2 ) the body construction - buttons  casing  etc  are too plastic . 
0, to use the creative zen player with a subscription service  you need to go to creative 's web site  and download new software for your pc .
1, it 's not a listed feature but  the one thing that sold the unit is that it plays mpeg video . 
1, on top of being a workhorse and ultra reliable  it is just a plunge router that works really well .
1, this little camera has created a marriage between myself and nikon. never knew i could love a digital camera so much . 
1, i could probably use a trash can and be ok at this point  but this prduct seems to work very well so far .
1, the manual does a fine job filling in any blanks that remain . 
0, the included memory card is too small . 
0, negative : impossibly tiny and difficult to operate  barely visible  power button . 
0, stay away from this junk .
1, their website had a download that helped remove those  although i had to manually remove a good number of files from the " programs " directory .
1, the power is incredible  it cut through mdf and plywood like butter .
1, it fits comfortably in my shirt pocket and while very well-designed  doesn 't look to ostentatious while i 'm walking around with it .
1, it takes great pictures . 
